"Iteration","CL","CD","CSF","CMx","CMy","CMz","CFx","CFy","CFz","CL/CD","AoA","Custom_ObjFunc","Res_Flow[0]","Res_Flow[1]","Res_Flow[2]","Res_Flow[3]","Res_Flow[4]","Linear_Solver_Iterations","CFL_Number","Time(min)"
        2629, -1.04121703e-02, 6.43723883e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20193244e-03, 6.43723883e-02, -1.04121703e-02, 0.00000000e+00, -1.61749013e-01, 0.00000000e+00, 0.00000000e+00, -2.50027974e+00, 6.09907242e-01, 4.32429293e-01, 3.77658478e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5512230625
        2630, -1.04133893e-02, 6.43722725e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20275438e-03, 6.43722725e-02, -1.04133893e-02, 0.00000000e+00, -1.61768240e-01, 0.00000000e+00, 0.00000000e+00, -2.47123946e+00, 6.46675856e-01, 3.76702504e-01, 3.81065572e+00, 0.00000000e+00, 4.0000000000, 2.2094372184, 0.5513153628
        2631, -1.04168188e-02, 6.43723827e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20421201e-03, 6.43723827e-02, -1.04168188e-02, 0.00000000e+00, -1.61821240e-01, 0.00000000e+00, 0.00000000e+00, -2.40256526e+00, 7.23589518e-01, 4.28669708e-01, 3.86633459e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5514195628
        2632, -1.04273434e-02, 6.43726959e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20973144e-03, 6.43726959e-02, -1.04273434e-02, 0.00000000e+00, -1.61983948e-01, 0.00000000e+00, 0.00000000e+00, -2.36833286e+00, 7.71947885e-01, 3.92305064e-01, 3.89660681e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5515117814
        2633, -1.04311673e-02, 6.43727155e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21189654e-03, 6.43727155e-02, -1.04311673e-02, 0.00000000e+00, -1.62043301e-01, 0.00000000e+00, 0.00000000e+00, -2.50184728e+00, 6.16461413e-01, 3.73385686e-01, 3.78449127e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5515985473
        2634, -1.04314915e-02, 6.43719356e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21087763e-03, 6.43719356e-02, -1.04314915e-02, 0.00000000e+00, -1.62050300e-01, 0.00000000e+00, 0.00000000e+00, -2.54912195e+00, 5.53547605e-01, 3.80071945e-01, 3.72863150e+00, 0.00000000e+00, 4.0000000000, 2.3346473223, 0.5516918076
        2635, -1.04277366e-02, 6.43728447e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20895001e-03, 6.43728447e-02, -1.04277366e-02, 0.00000000e+00, -1.61989682e-01, 0.00000000e+00, 0.00000000e+00, -2.43991774e+00, 6.74621776e-01, 4.64081974e-01, 3.83385332e+00, 0.00000000e+00, 4.0000000000, 2.4652366627, 0.5517836042
        2636, -1.04181925e-02, 6.43720028e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20475170e-03, 6.43720028e-02, -1.04181925e-02, 0.00000000e+00, -1.61843535e-01, 0.00000000e+00, 0.00000000e+00, -2.46486742e+00, 6.47905202e-01, 4.44991156e-01, 3.81556217e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5518700717
        2637, -1.04208533e-02, 6.43727753e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20625529e-03, 6.43727753e-02, -1.04208533e-02, 0.00000000e+00, -1.61882927e-01, 0.00000000e+00, 0.00000000e+00, -2.45665930e+00, 6.65182454e-01, 3.83502296e-01, 3.81642393e+00, 0.00000000e+00, 3.0000000000, 2.0603401023, 0.5519692328
        2638, -1.04235167e-02, 6.43733154e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20681468e-03, 6.43733154e-02, -1.04235167e-02, 0.00000000e+00, -1.61922944e-01, 0.00000000e+00, 0.00000000e+00, -2.44624434e+00, 6.87187047e-01, 3.81352302e-01, 3.81780325e+00, 0.00000000e+00, 3.0000000000, 2.0027499958, 0.5520596718
        2639, -1.04289267e-02, 6.43740314e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21039101e-03, 6.43740314e-02, -1.04289267e-02, 0.00000000e+00, -1.62005182e-01, 0.00000000e+00, 0.00000000e+00, -2.38734482e+00, 7.61348079e-01, 3.51965395e-01, 3.87776693e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5521466900
        2640, -1.04366619e-02, 6.43739136e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21370543e-03, 6.43739136e-02, -1.04366619e-02, 0.00000000e+00, -1.62125639e-01, 0.00000000e+00, 0.00000000e+00, -2.45388840e+00, 6.63356054e-01, 3.78732604e-01, 3.81747955e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5522338839
        2641, -1.04342335e-02, 6.43733927e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21202256e-03, 6.43733927e-02, -1.04342335e-02, 0.00000000e+00, -1.62089228e-01, 0.00000000e+00, 0.00000000e+00, -2.48977747e+00, 6.03535931e-01, 4.05061914e-01, 3.78007833e+00, 0.00000000e+00, 3.0000000000, 2.1614035642, 0.5523208082
        2642, -1.04375785e-02, 6.43734342e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21322718e-03, 6.43734342e-02, -1.04375785e-02, 0.00000000e+00, -1.62141085e-01, 0.00000000e+00, 0.00000000e+00, -2.45408303e+00, 6.50070402e-01, 4.50569378e-01, 3.82488588e+00, 0.00000000e+00, 3.0000000000, 2.2525809069, 0.5524119758
        2643, -1.04348615e-02, 6.43731934e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21088765e-03, 6.43731934e-02, -1.04348615e-02, 0.00000000e+00, -1.62099485e-01, 0.00000000e+00, 0.00000000e+00, -2.42867575e+00, 6.89750895e-01, 4.59202618e-01, 3.84547711e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5525068442
        2644, -1.04353445e-02, 6.43733346e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21117608e-03, 6.43733346e-02, -1.04353445e-02, 0.00000000e+00, -1.62106633e-01, 0.00000000e+00, 0.00000000e+00, -2.46469395e+00, 6.56099724e-01, 3.71133664e-01, 3.80911340e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5525988807
        2645, -1.04378584e-02, 6.43734247e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21352933e-03, 6.43734247e-02, -1.04378584e-02, 0.00000000e+00, -1.62145457e-01, 0.00000000e+00, 0.00000000e+00, -2.41456754e+00, 7.16795030e-01, 4.06385713e-01, 3.85430590e+00, 0.00000000e+00, 3.0000000000, 2.0867632046, 0.5526847969
        2646, -1.04416849e-02, 6.43736411e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21595535e-03, 6.43736411e-02, -1.04416849e-02, 0.00000000e+00, -1.62204354e-01, 0.00000000e+00, 0.00000000e+00, -2.37117051e+00, 7.75809396e-01, 3.64705170e-01, 3.89134140e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5527708964
        2647, -1.04415881e-02, 6.43738028e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21660643e-03, 6.43738028e-02, -1.04415881e-02, 0.00000000e+00, -1.62202443e-01, 0.00000000e+00, 0.00000000e+00, -2.49622437e+00, 6.32897667e-01, 3.38968554e-01, 3.77281816e+00, 0.00000000e+00, 3.0000000000, 2.0020000000, 0.5528589659
        2648, -1.04310021e-02, 6.43727456e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21209220e-03, 6.43727456e-02, -1.04310021e-02, 0.00000000e+00, -1.62040660e-01, 0.00000000e+00, 0.00000000e+00, -2.54185518e+00, 5.63561146e-01, 3.56263482e-01, 3.74147041e+00, 0.00000000e+00, 4.0000000000, 2.3120168876, 0.5529620235
        2649, -1.04256736e-02, 6.43726112e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20905418e-03, 6.43726112e-02, -1.04256736e-02, 0.00000000e+00, -1.61958221e-01, 0.00000000e+00, 0.00000000e+00, -2.45263563e+00, 6.59893013e-01, 4.46287691e-01, 3.82152936e+00, 0.00000000e+00, 4.0000000000, 2.4367243724, 0.5530543824
        2650, -1.04130684e-02, 6.43720468e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20303437e-03, 6.43720468e-02, -1.04130684e-02, 0.00000000e+00, -1.61763823e-01, 0.00000000e+00, 0.00000000e+00, -2.46519209e+00, 6.52458528e-01, 4.28463307e-01, 3.80736804e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5531519030
        2651, -1.04104390e-02, 6.43716898e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20203838e-03, 6.43716898e-02, -1.04104390e-02, 0.00000000e+00, -1.61723874e-01, 0.00000000e+00, 0.00000000e+00, -2.48816195e+00, 6.35161489e-01, 3.39660682e-01, 3.79059601e+00, 0.00000000e+00, 4.0000000000, 2.0311514450, 0.5532437345
        2652, -1.04116021e-02, 6.43726919e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20394744e-03, 6.43726919e-02, -1.04116021e-02, 0.00000000e+00, -1.61739424e-01, 0.00000000e+00, 0.00000000e+00, -2.40502517e+00, 7.23930900e-01, 4.26632381e-01, 3.86177492e+00, 0.00000000e+00, 4.0000000000, 2.0855818303, 0.5533387313
        2653, -1.04205282e-02, 6.43735280e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20830129e-03, 6.43735280e-02, -1.04205282e-02, 0.00000000e+00, -1.61875984e-01, 0.00000000e+00, 0.00000000e+00, -2.36737189e+00, 7.83375025e-01, 3.66963899e-01, 3.89564551e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5534315291
        2654, -1.04225183e-02, 6.43733626e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20933443e-03, 6.43733626e-02, -1.04225183e-02, 0.00000000e+00, -1.61907315e-01, 0.00000000e+00, 0.00000000e+00, -2.46786887e+00, 6.61673175e-01, 3.61917621e-01, 3.80595649e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5535344556
        2655, -1.04284615e-02, 6.43736514e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21173233e-03, 6.43736514e-02, -1.04284615e-02, 0.00000000e+00, -1.61998913e-01, 0.00000000e+00, 0.00000000e+00, -2.46467783e+00, 6.41925611e-01, 4.24812335e-01, 3.80971830e+00, 0.00000000e+00, 4.0000000000, 2.2475665836, 0.5536265680
        2656, -1.04385474e-02, 6.43747997e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21621320e-03, 6.43747997e-02, -1.04385474e-02, 0.00000000e+00, -1.62152697e-01, 0.00000000e+00, 0.00000000e+00, -2.42173545e+00, 6.85429622e-01, 4.26037553e-01, 3.85229976e+00, 0.00000000e+00, 4.0000000000, 2.2229311243, 0.5537222686
        2657, -1.04423626e-02, 6.43745347e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21756796e-03, 6.43745347e-02, -1.04423626e-02, 0.00000000e+00, -1.62212630e-01, 0.00000000e+00, 0.00000000e+00, -2.47411905e+00, 6.36923750e-01, 4.09184190e-01, 3.81153738e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5538154880
        2658, -1.04404924e-02, 6.43736778e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21590608e-03, 6.43736778e-02, -1.04404924e-02, 0.00000000e+00, -1.62185738e-01, 0.00000000e+00, 0.00000000e+00, -2.50694016e+00, 5.96508679e-01, 3.57157585e-01, 3.76878635e+00, 0.00000000e+00, 4.0000000000, 2.1264534321, 0.5539089047
        2659, -1.04310369e-02, 6.43730959e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21050650e-03, 6.43730959e-02, -1.04310369e-02, 0.00000000e+00, -1.62040317e-01, 0.00000000e+00, 0.00000000e+00, -2.54252063e+00, 5.60174469e-01, 3.27731274e-01, 3.73060770e+00, 0.00000000e+00, 4.0000000000, 2.2083425002, 0.5540136358
        2660, -1.04215806e-02, 6.43729727e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20752144e-03, 6.43729727e-02, -1.04215806e-02, 0.00000000e+00, -1.61893729e-01, 0.00000000e+00, 0.00000000e+00, -2.45886789e+00, 6.47184123e-01, 4.34145292e-01, 3.82397840e+00, 0.00000000e+00, 4.0000000000, 2.3006823749, 0.5541054678
        2661, -1.04092999e-02, 6.43718401e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20110721e-03, 6.43718401e-02, -1.04092999e-02, 0.00000000e+00, -1.61705801e-01, 0.00000000e+00, 0.00000000e+00, -2.50299006e+00, 6.01827849e-01, 4.29352154e-01, 3.78331792e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5541986611
        2662, -1.04075865e-02, 6.43712603e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20015820e-03, 6.43712603e-02, -1.04075865e-02, 0.00000000e+00, -1.61680639e-01, 0.00000000e+00, 0.00000000e+00, -2.48336785e+00, 6.42120124e-01, 3.45960694e-01, 3.79754827e+00, 0.00000000e+00, 4.0000000000, 2.1063239128, 0.5542953947
        2663, -1.04113763e-02, 6.43718965e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20273669e-03, 6.43718965e-02, -1.04113763e-02, 0.00000000e+00, -1.61737915e-01, 0.00000000e+00, 0.00000000e+00, -2.40530696e+00, 7.16688336e-01, 4.49977079e-01, 3.86722788e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5543876468
        2664, -1.04218516e-02, 6.43729656e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20883608e-03, 6.43729656e-02, -1.04218516e-02, 0.00000000e+00, -1.61897956e-01, 0.00000000e+00, 0.00000000e+00, -2.36499283e+00, 7.75413807e-01, 3.81744554e-01, 3.90264432e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5544874599
        2665, -1.04290920e-02, 6.43734101e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21174966e-03, 6.43734101e-02, -1.04290920e-02, 0.00000000e+00, -1.62009314e-01, 0.00000000e+00, 0.00000000e+00, -2.45575661e+00, 6.76505792e-01, 3.76566931e-01, 3.81608226e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5545861299
        2666, -1.04289043e-02, 6.43727084e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21180879e-03, 6.43727084e-02, -1.04289043e-02, 0.00000000e+00, -1.62008165e-01, 0.00000000e+00, 0.00000000e+00, -2.49930879e+00, 6.07195086e-01, 3.98727745e-01, 3.78143097e+00, 0.00000000e+00, 4.0000000000, 2.2225214721, 0.5546790378
        2667, -1.04274059e-02, 6.43732431e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21093319e-03, 6.43732431e-02, -1.04274059e-02, 0.00000000e+00, -1.61983541e-01, 0.00000000e+00, 0.00000000e+00, -2.44359834e+00, 6.72713494e-01, 4.54513804e-01, 3.83154264e+00, 0.00000000e+00, 4.0000000000, 2.3368027429, 0.5547710702
        2668, -1.04236939e-02, 6.43734324e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20879662e-03, 6.43734324e-02, -1.04236939e-02, 0.00000000e+00, -1.61925402e-01, 0.00000000e+00, 0.00000000e+00, -2.46144195e+00, 6.48475473e-01, 4.65972322e-01, 3.81597316e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5548712201
        2669, -1.04236352e-02, 6.43737625e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20849971e-03, 6.43737625e-02, -1.04236352e-02, 0.00000000e+00, -1.61923660e-01, 0.00000000e+00, 0.00000000e+00, -2.46114413e+00, 6.59800396e-01, 3.69049338e-01, 3.82133549e+00, 0.00000000e+00, 4.0000000000, 2.0435528622, 0.5549631485
        2670, -1.04227009e-02, 6.43736906e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20806391e-03, 6.43736906e-02, -1.04227009e-02, 0.00000000e+00, -1.61909327e-01, 0.00000000e+00, 0.00000000e+00, -2.41715928e+00, 7.13028466e-01, 4.00216298e-01, 3.85125170e+00, 0.00000000e+00, 4.0000000000, 2.0414518550, 0.5550680521
        2671, -1.04248718e-02, 6.43743761e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20962695e-03, 6.43743761e-02, -1.04248718e-02, 0.00000000e+00, -1.61941326e-01, 0.00000000e+00, 0.00000000e+00, -2.37261582e+00, 7.74552378e-01, 3.62041568e-01, 3.88894246e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5551600734
        2672, -1.04284613e-02, 6.43739276e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21166310e-03, 6.43739276e-02, -1.04284613e-02, 0.00000000e+00, -1.61998214e-01, 0.00000000e+00, 0.00000000e+00, -2.45958280e+00, 6.61715513e-01, 3.74607857e-01, 3.81172721e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5552517451
        2673, -1.04324608e-02, 6.43740738e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21349164e-03, 6.43740738e-02, -1.04324608e-02, 0.00000000e+00, -1.62059976e-01, 0.00000000e+00, 0.00000000e+00, -2.46371026e+00, 6.41503424e-01, 4.25662910e-01, 3.80953428e+00, 0.00000000e+00, 4.0000000000, 2.2128275202, 0.5553466808
        2674, -1.04384221e-02, 6.43743049e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21561789e-03, 6.43743049e-02, -1.04384221e-02, 0.00000000e+00, -1.62151997e-01, 0.00000000e+00, 0.00000000e+00, -2.43226318e+00, 6.81553334e-01, 4.08842812e-01, 3.82709257e+00, 0.00000000e+00, 4.0000000000, 2.2233677025, 0.5554384984
        2675, -1.04401773e-02, 6.43743143e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21713828e-03, 6.43743143e-02, -1.04401773e-02, 0.00000000e+00, -1.62179239e-01, 0.00000000e+00, 0.00000000e+00, -2.44561009e+00, 6.72598018e-01, 4.14774948e-01, 3.82793282e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5555402375
        2676, -1.04364449e-02, 6.43743106e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21533899e-03, 6.43743106e-02, -1.04364449e-02, 0.00000000e+00, -1.62121269e-01, 0.00000000e+00, 0.00000000e+00, -2.46085460e+00, 6.53012711e-01, 3.84187716e-01, 3.81434034e+00, 0.00000000e+00, 4.0000000000, 2.0330006839, 0.5556381056
        2677, -1.04306605e-02, 6.43739210e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21143408e-03, 6.43739210e-02, -1.04306605e-02, 0.00000000e+00, -1.62032393e-01, 0.00000000e+00, 0.00000000e+00, -2.51213958e+00, 5.96320165e-01, 3.48673953e-01, 3.75303708e+00, 0.00000000e+00, 4.0000000000, 2.0689966178, 0.5557311566
        2678, -1.04229292e-02, 6.43737252e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20788616e-03, 6.43737252e-02, -1.04229292e-02, 0.00000000e+00, -1.61912786e-01, 0.00000000e+00, 0.00000000e+00, -2.46223320e+00, 6.50397908e-01, 4.12671369e-01, 3.81563360e+00, 0.00000000e+00, 4.0000000000, 2.1948369903, 0.5558229560
        2679, -1.04118392e-02, 6.43727689e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20258430e-03, 6.43727689e-02, -1.04118392e-02, 0.00000000e+00, -1.61742913e-01, 0.00000000e+00, 0.00000000e+00, -2.51361154e+00, 5.95389756e-01, 4.13509587e-01, 3.76799887e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5559169328
        2680, -1.04095460e-02, 6.43721884e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20124405e-03, 6.43721884e-02, -1.04095460e-02, 0.00000000e+00, -1.61708748e-01, 0.00000000e+00, 0.00000000e+00, -2.48893921e+00, 6.29914277e-01, 3.55862920e-01, 3.79234679e+00, 0.00000000e+00, 4.0000000000, 2.1239937830, 0.5560129412
        2681, -1.04134421e-02, 6.43724352e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20406841e-03, 6.43724352e-02, -1.04134421e-02, 0.00000000e+00, -1.61768653e-01, 0.00000000e+00, 0.00000000e+00, -2.41775103e+00, 7.01656739e-01, 4.25940020e-01, 3.85545771e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5561151036
        2682, -1.04190067e-02, 6.43725497e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20663321e-03, 6.43725497e-02, -1.04190067e-02, 0.00000000e+00, -1.61854809e-01, 0.00000000e+00, 0.00000000e+00, -2.37327740e+00, 7.63151507e-01, 3.78291856e-01, 3.89287573e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5562177513
        2683, -1.04230241e-02, 6.43725510e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20838498e-03, 6.43725510e-02, -1.04230241e-02, 0.00000000e+00, -1.61917213e-01, 0.00000000e+00, 0.00000000e+00, -2.45577257e+00, 6.80945797e-01, 3.52847839e-01, 3.80583103e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5563098258
        2684, -1.04205585e-02, 6.43719090e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20754896e-03, 6.43719090e-02, -1.04205585e-02, 0.00000000e+00, -1.61880527e-01, 0.00000000e+00, 0.00000000e+00, -2.49707158e+00, 6.10381422e-01, 3.85970639e-01, 3.77409033e+00, 0.00000000e+00, 4.0000000000, 2.2014643635, 0.5564032812
        2685, -1.04201890e-02, 6.43721947e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20641944e-03, 6.43721947e-02, -1.04201890e-02, 0.00000000e+00, -1.61874067e-01, 0.00000000e+00, 0.00000000e+00, -2.44297649e+00, 6.71691375e-01, 4.54520310e-01, 3.83357027e+00, 0.00000000e+00, 4.0000000000, 2.3086662951, 0.5564951159
        2686, -1.04164731e-02, 6.43723077e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20411715e-03, 6.43723077e-02, -1.04164731e-02, 0.00000000e+00, -1.61816058e-01, 0.00000000e+00, 0.00000000e+00, -2.46256684e+00, 6.45985997e-01, 4.60730207e-01, 3.81347880e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5565968843
        2687, -1.04169042e-02, 6.43729122e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20493814e-03, 6.43729122e-02, -1.04169042e-02, 0.00000000e+00, -1.61821235e-01, 0.00000000e+00, 0.00000000e+00, -2.47152378e+00, 6.50805024e-01, 3.67276219e-01, 3.81198587e+00, 0.00000000e+00, 4.0000000000, 2.0476666105, 0.5566894065
        2688, -1.04212007e-02, 6.43728161e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20666340e-03, 6.43728161e-02, -1.04212007e-02, 0.00000000e+00, -1.61888221e-01, 0.00000000e+00, 0.00000000e+00, -2.42760146e+00, 7.01848947e-01, 4.00133865e-01, 3.84109385e+00, 0.00000000e+00, 4.0000000000, 2.0688915080, 0.5567874562
        2689, -1.04260911e-02, 6.43735875e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20911222e-03, 6.43735875e-02, -1.04260911e-02, 0.00000000e+00, -1.61962251e-01, 0.00000000e+00, 0.00000000e+00, -2.37196984e+00, 7.73380393e-01, 3.61846555e-01, 3.88919437e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5568807206
        2690, -1.04309854e-02, 6.43733625e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21178073e-03, 6.43733625e-02, -1.04309854e-02, 0.00000000e+00, -1.62038846e-01, 0.00000000e+00, 0.00000000e+00, -2.46967117e+00, 6.50651445e-01, 3.61943583e-01, 3.80602509e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5569741550
        2691, -1.04290707e-02, 6.43727441e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20990451e-03, 6.43727441e-02, -1.04290707e-02, 0.00000000e+00, -1.62010659e-01, 0.00000000e+00, 0.00000000e+00, -2.49886995e+00, 5.92697082e-01, 3.98514412e-01, 3.77640562e+00, 0.00000000e+00, 4.0000000000, 2.2403441424, 0.5570771719
        2692, -1.04302416e-02, 6.43736609e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.21139014e-03, 6.43736609e-02, -1.04302416e-02, 0.00000000e+00, -1.62026541e-01, 0.00000000e+00, 0.00000000e+00, -2.44353985e+00, 6.57709477e-01, 4.70905464e-01, 3.83599559e+00, 0.00000000e+00, 4.0000000000, 2.3169364797, 0.5571691718
        2693, -1.04263073e-02, 6.43734968e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20928502e-03, 6.43734968e-02, -1.04263073e-02, 0.00000000e+00, -1.61965837e-01, 0.00000000e+00, 0.00000000e+00, -2.45230084e+00, 6.57124043e-01, 4.68976029e-01, 3.83391061e+00, 0.00000000e+00, 4.0000000000, 2.0020000000, 0.5572612346
        2694, -1.04279668e-02, 6.43735615e-02, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00, -2.20923336e-03, 6.43735615e-02, -1.04279668e-02, 0.00000000e+00, -1.61991453e-01, 0.00000000e+00, 0.00000000e+00, -2.46148557e+00, 6.59804376e-01, 3.78632048e-01, 3.81435818e+00, 0.00000000e+00, 4.0000000000, 2.0222952857, 0.5573602964
